planet_radius,Period(Days)
1.67,580
1.5699999999999998,167
2.6699999999999995,60
0.67,104
1.17,123
0.67,14
2.2699999999999996,20
1.0699999999999998,499
0.77,33
0.77,438
2.9699999999999993,114
2.7699999999999996,388
1.27,425
0.67,152
1.0699999999999998,152
12.569999999999997,602
4.069999999999999,35
2.9699999999999993,351
1.4699999999999998,15
1.17,530
4.669999999999999,247
1.0699999999999998,208
0.67,116
1.4699999999999998,16
3.869999999999999,485
1.17,24
11.669999999999998,227
1.0699999999999998,107
3.4699999999999993,430
0.67,21
0.77,150
1.8699999999999997,40
0.77,105
3.2699999999999996,19
1.5699999999999998,126
1.8699999999999997,75
2.3699999999999997,424
3.669999999999999,523
2.6699999999999995,377
2.7699999999999996,30
0.77,101
2.07,355
1.27,193
1.4699999999999998,264
2.3699999999999997,50
2.869999999999999,23
2.1699999999999995,236
1.4699999999999998,12
0.97,126
2.07,63
1.17,15
0.67,511
0.67,106
0.67,252
0.97,28
2.1699999999999995,24
2.5699999999999994,10
1.9699999999999998,94
1.17,454
3.2699999999999996,10
2.5699999999999994,59
0.67,108
0.77,28
0.77,142
8.569999999999999,54
4.369999999999999,81
1.0699999999999998,421
0.97,205
1.0699999999999998,493
7.769999999999999,504
0.67,12
2.07,61
1.17,108
0.77,14
1.0699999999999998,38
1.4699999999999998,113
0.97,76
0.87,243
1.9699999999999998,186
0.77,543
2.2699999999999996,39
3.0699999999999994,34
2.869999999999999,247
1.4699999999999998,22
1.5699999999999998,103
1.0699999999999998,177
5.169999999999999,118
0.97,256
7.169999999999998,16
2.07,51
0.97,120
3.1699999999999995,38
1.5699999999999998,12
1.9699999999999998,392
2.3699999999999997,456
10.269999999999998,552
1.8699999999999997,17
0.87,535
3.0699999999999994,41
1.5699999999999998,413
1.0699999999999998,166
1.0699999999999998,72
0.87,93
0.97,12
2.07,231
1.0699999999999998,22
0.67,557
2.3699999999999997,503
1.0699999999999998,15
5.369999999999999,163
0.87,17
0.77,638
1.5699999999999998,386
7.0699999999999985,112
0.97,250
1.0699999999999998,10
6.169999999999999,10
0.67,57
1.7699999999999996,183
1.7699999999999996,490
0.87,38
1.0699999999999998,141
0.77,246
1.7699999999999996,74
3.4699999999999993,344
0.77,478
0.97,448
1.4699999999999998,616
2.9699999999999993,53
2.3699999999999997,56
2.6699999999999995,70
0.67,163
2.869999999999999,95
1.4699999999999998,237
0.77,485
0.87,256
6.369999999999998,194
1.67,240
0.67,11
0.77,454
1.8699999999999997,589
1.17,210
0.97,45
1.27,264
1.5699999999999998,240
0.97,197
3.2699999999999996,356
0.77,45
1.8699999999999997,118
0.77,196
1.3699999999999999,512
0.67,11
1.17,19
1.3699999999999999,99
0.77,326
3.0699999999999994,98
2.7699999999999996,16
2.2699999999999996,73
0.77,428
1.7699999999999996,306
2.5699999999999994,71
1.0699999999999998,16
13.469999999999997,630
0.97,10
0.77,17
1.9699999999999998,538
1.0699999999999998,25
0.97,41
1.5699999999999998,363
1.0699999999999998,45
1.67,375
1.9699999999999998,346
2.7699999999999996,117
1.8699999999999997,610
0.67,360
11.369999999999997,580
2.9699999999999993,334
2.07,28
1.7699999999999996,253
1.3699999999999999,26
1.8699999999999997,393
0.67,525
3.2699999999999996,154
3.1699999999999995,149
0.77,55
7.869999999999998,230
1.27,14
1.67,488
4.969999999999999,14
2.9699999999999993,169
4.869999999999999,500
1.8699999999999997,85
1.17,69
2.4699999999999998,95
2.3699999999999997,232
1.3699999999999999,156
0.87,386
1.67,523
1.27,450
0.87,60
1.4699999999999998,455
0.67,139
1.7699999999999996,382
1.3699999999999999,548
1.3699999999999999,573
2.5699999999999994,371
1.17,495
2.2699999999999996,12
1.27,151
13.469999999999997,80
1.4699999999999998,360
0.87,26
0.77,259
2.4699999999999998,512
1.4699999999999998,277
1.3699999999999999,126
3.2699999999999996,75
1.4699999999999998,30
1.3699999999999999,12
2.7699999999999996,211
3.4699999999999993,434
3.5699999999999994,204
0.97,197
0.67,418
2.07,68
6.0699999999999985,50
1.67,464
0.97,30
3.769999999999999,454
2.07,34
1.5699999999999998,343
2.869999999999999,305
1.3699999999999999,58
3.2699999999999996,148
2.1699999999999995,79
1.5699999999999998,397
1.17,128
1.4699999999999998,451
2.07,78
0.67,157
1.67,315
2.6699999999999995,476
1.7699999999999996,286
3.0699999999999994,37
0.77,200
2.4699999999999998,23
1.8699999999999997,26
4.169999999999999,167
1.0699999999999998,231
0.67,264
0.87,72
0.77,369
3.869999999999999,71
2.869999999999999,326
2.1699999999999995,76
2.7699999999999996,39
0.67,89
2.2699999999999996,287
0.87,236
2.5699999999999994,265
5.769999999999999,410
1.3699999999999999,237
0.97,418
2.869999999999999,109
2.1699999999999995,77
2.3699999999999997,62
13.169999999999996,638
1.5699999999999998,264
1.67,288
0.97,241
0.97,384
0.87,158
3.0699999999999994,566
0.77,158
4.169999999999999,305
2.1699999999999995,586
5.669999999999999,184
2.6699999999999995,48
1.0699999999999998,28
1.0699999999999998,66
1.5699999999999998,14
1.0699999999999998,230
1.67,322
0.77,36
0.67,75
3.2699999999999996,367
0.67,305
0.67,276
0.77,14
3.369999999999999,476
1.5699999999999998,202
0.77,95
9.869999999999997,146
0.77,222
2.07,256
5.469999999999999,31
0.67,17
1.3699999999999999,292
4.169999999999999,494
3.0699999999999994,11
1.5699999999999998,32
3.2699999999999996,431
5.469999999999999,125
0.97,281
1.4699999999999998,139
6.469999999999999,109
0.77,298
15.569999999999997,563
2.2699999999999996,40
1.0699999999999998,30
1.7699999999999996,133
0.77,638
1.5699999999999998,44
2.3699999999999997,622
2.2699999999999996,438
1.5699999999999998,79
2.4699999999999998,120
2.5699999999999994,37
0.97,453
2.9699999999999993,212
1.27,394
3.0699999999999994,121
3.0699999999999994,391
13.869999999999997,255
1.67,10
1.17,295
1.9699999999999998,146
0.97,51
0.67,119
1.7699999999999996,143
1.8699999999999997,516
1.0699999999999998,111
6.969999999999999,573
0.97,393
2.3699999999999997,607
3.869999999999999,628
2.07,142
1.9699999999999998,191
1.27,628
0.77,87
1.9699999999999998,90
3.0699999999999994,397
4.569999999999999,234
0.67,122
0.77,61
2.3699999999999997,127
1.5699999999999998,53
2.9699999999999993,23
1.7699999999999996,80
3.5699999999999994,48
3.5699999999999994,236
2.07,282
2.869999999999999,340
1.9699999999999998,27
3.0699999999999994,15
0.67,439
4.669999999999999,10
3.0699999999999994,211
1.67,366
0.87,307
1.4699999999999998,30
1.0699999999999998,20
2.1699999999999995,48
14.569999999999997,559
14.569999999999997,323
0.77,113
3.2699999999999996,21
0.87,165
1.67,83
1.0699999999999998,368
1.17,72
0.67,177
1.17,171
4.569999999999999,32
1.0699999999999998,43
0.67,270
0.67,54
4.769999999999999,278
4.27,108
1.5699999999999998,383
1.3699999999999999,425
3.2699999999999996,15
16.97,610
1.67,207
6.269999999999999,95
1.67,54
1.67,219
1.17,386
1.27,446
1.7699999999999996,114
1.7699999999999996,232
0.77,599
1.17,21
0.67,158
2.3699999999999997,73
0.87,261
1.67,10
3.2699999999999996,112
0.97,87
1.17,20
0.67,200
1.5699999999999998,93
3.2699999999999996,24
1.67,13
2.869999999999999,288
5.769999999999999,76
0.67,28
0.67,152
1.67,24
3.2699999999999996,83
1.7699999999999996,163
1.5699999999999998,276
1.5699999999999998,254
1.0699999999999998,487
2.7699999999999996,14
1.5699999999999998,89
0.77,385
2.1699999999999995,46
2.6699999999999995,18
0.67,71
2.9699999999999993,20
0.97,207
0.87,372
1.5699999999999998,12
1.8699999999999997,264
1.17,158
0.87,69
3.369999999999999,319
3.1699999999999995,112
2.869999999999999,35
3.769999999999999,532
1.5699999999999998,85
2.9699999999999993,261
1.7699999999999996,423
2.6699999999999995,88
0.77,165
0.97,620
1.4699999999999998,10
1.17,291
1.17,95
1.67,28
2.7699999999999996,404
3.0699999999999994,116
6.469999999999999,370
2.3699999999999997,377
1.27,220
4.569999999999999,62
1.0699999999999998,46
0.77,66
0.87,584
1.4699999999999998,119
1.27,545
1.4699999999999998,444
1.0699999999999998,20
3.669999999999999,543
4.369999999999999,372
3.2699999999999996,85
2.2699999999999996,26
1.5699999999999998,15
3.0699999999999994,67
1.0699999999999998,52
6.669999999999998,115
1.0699999999999998,583
0.97,393
2.1699999999999995,102
4.969999999999999,277
1.3699999999999999,15
4.569999999999999,337
0.67,72
1.4699999999999998,204
1.4699999999999998,43
1.17,129
0.67,32
2.6699999999999995,49
0.77,341
1.17,215
1.7699999999999996,63
2.6699999999999995,107
1.7699999999999996,22
2.2699999999999996,127
1.4699999999999998,241
1.5699999999999998,178
1.4699999999999998,232
0.87,495
4.27,569
3.1699999999999995,31
1.0699999999999998,156
2.7699999999999996,112
1.5699999999999998,560
0.67,81
1.17,11
2.7699999999999996,637
0.87,441
1.4699999999999998,178
0.97,350
2.7699999999999996,45
1.5699999999999998,97
5.369999999999999,103
5.469999999999999,446
11.969999999999997,404
1.17,136
1.5699999999999998,129
1.7699999999999996,16
0.77,332
1.17,552
5.869999999999999,417
1.4699999999999998,517
2.9699999999999993,239
6.169999999999999,582
2.7699999999999996,29
1.8699999999999997,502
1.9699999999999998,117
3.4699999999999993,65
0.87,387
0.67,52
0.97,144
1.5699999999999998,352
2.3699999999999997,18
1.3699999999999999,310
4.469999999999999,575
3.2699999999999996,484
7.869999999999998,183
2.1699999999999995,390
2.9699999999999993,58
2.07,269
1.27,118
0.67,471
0.87,239
2.5699999999999994,14
1.27,279
7.0699999999999985,507
2.6699999999999995,315
14.469999999999997,193
1.3699999999999999,254
0.67,93
4.369999999999999,214
1.9699999999999998,29
1.9699999999999998,339
4.169999999999999,30
2.07,158
2.9699999999999993,355
1.17,238
2.869999999999999,42
2.1699999999999995,511
1.3699999999999999,104
1.3699999999999999,14
0.67,52
1.7699999999999996,17
0.87,253
0.77,62
1.7699999999999996,43
1.0699999999999998,210
0.97,52
0.67,43
0.67,20
1.17,285
0.77,269
1.3699999999999999,348
0.67,275
0.77,44
0.97,38
1.7699999999999996,375
2.07,151
1.27,37
2.1699999999999995,260
2.7699999999999996,215
1.67,276
5.269999999999999,581
1.5699999999999998,299
0.97,142
0.67,113
1.8699999999999997,119
1.67,60
1.17,311
1.0699999999999998,55
0.87,291
3.0699999999999994,102
1.8699999999999997,185
0.67,14
0.77,12
2.869999999999999,248
2.9699999999999993,165
1.7699999999999996,421
3.9699999999999993,513
11.069999999999999,563
2.6699999999999995,43
0.97,327
0.67,626
1.4699999999999998,39
2.3699999999999997,18
4.169999999999999,403
0.67,147
3.5699999999999994,321
2.6699999999999995,44
2.3699999999999997,53
0.67,17
0.67,301
0.97,20
0.67,207
0.97,166
4.569999999999999,113
1.7699999999999996,400
3.0699999999999994,125
0.67,120
2.9699999999999993,178
1.4699999999999998,13
0.97,31
1.0699999999999998,603
1.67,18
0.87,42
0.67,394
2.5699999999999994,208
0.67,484
0.87,10
2.2699999999999996,487
2.6699999999999995,408
0.67,621
1.17,26
3.0699999999999994,415
0.87,366
0.67,19
0.97,103
0.97,65
3.1699999999999995,62
0.87,575
1.0699999999999998,619
1.17,128
5.169999999999999,141
2.9699999999999993,299
0.67,328
0.97,169
1.27,14
2.7699999999999996,270
1.9699999999999998,106
1.27,384
14.069999999999997,123
1.67,24
1.5699999999999998,11
1.0699999999999998,113
2.5699999999999994,86
1.27,584
2.5699999999999994,46
0.97,66
1.9699999999999998,615
1.27,47
0.77,96
5.269999999999999,564
3.1699999999999995,138
2.2699999999999996,81
9.069999999999999,354
2.2699999999999996,318
0.67,56
1.0699999999999998,253
3.9699999999999993,84
2.3699999999999997,272
5.969999999999999,220
2.1699999999999995,25
2.6699999999999995,128
2.1699999999999995,142
1.8699999999999997,326
1.0699999999999998,343
2.2699999999999996,341
1.8699999999999997,396
0.67,391
4.069999999999999,504
1.17,92
4.469999999999999,223
1.3699999999999999,136
1.67,20
2.6699999999999995,314
0.67,157
1.5699999999999998,218
2.1699999999999995,318
1.5699999999999998,140
1.7699999999999996,388
0.87,165
2.1699999999999995,518
1.4699999999999998,638
3.9699999999999993,468
1.9699999999999998,42
0.67,364
2.5699999999999994,123
0.77,26
1.3699999999999999,140
3.769999999999999,84
1.8699999999999997,16
0.97,199
2.3699999999999997,18
2.6699999999999995,32
6.469999999999999,44
1.3699999999999999,537
3.2699999999999996,158
1.27,63
2.2699999999999996,15
0.67,540
0.77,392
1.3699999999999999,69
1.27,147
4.369999999999999,399
0.67,305
0.87,124
1.17,635
3.5699999999999994,302
3.4699999999999993,404
1.67,393
1.17,609
3.2699999999999996,498
4.069999999999999,360
1.67,31
1.67,376
2.6699999999999995,32
0.87,413
2.1699999999999995,88
1.17,430
4.469999999999999,527
2.2699999999999996,43
2.869999999999999,544
1.4699999999999998,214
1.4699999999999998,414
0.67,282
0.77,616
4.769999999999999,424
0.67,129
1.0699999999999998,11
1.9699999999999998,174
2.5699999999999994,54
1.0699999999999998,617
1.7699999999999996,291
1.8699999999999997,419
2.9699999999999993,233
2.7699999999999996,239
1.8699999999999997,13
3.869999999999999,195
2.869999999999999,142
1.27,68
1.17,82
1.27,168
0.87,211
4.169999999999999,80
1.17,381
0.77,593
0.67,46
1.67,324
2.1699999999999995,443
4.869999999999999,591
9.669999999999998,83
1.7699999999999996,36
0.97,485
2.9699999999999993,39
0.77,40
0.67,446
0.67,35
2.6699999999999995,450
3.0699999999999994,82
2.869999999999999,53
1.9699999999999998,24
1.4699999999999998,289
1.7699999999999996,430
0.87,155
1.3699999999999999,37
1.8699999999999997,26
2.9699999999999993,215
1.8699999999999997,267
2.9699999999999993,545
0.77,432
0.97,227
1.27,174
3.0699999999999994,177
2.2699999999999996,84
1.0699999999999998,137
3.1699999999999995,263
0.67,29
3.669999999999999,53
2.1699999999999995,403
1.3699999999999999,13
0.97,547
1.67,76
1.0699999999999998,220
2.9699999999999993,268
1.0699999999999998,146
5.369999999999999,93
0.87,429
0.77,163
1.17,82
3.0699999999999994,183
2.9699999999999993,27
1.17,44
0.87,463
2.1699999999999995,179
2.1699999999999995,150
1.4699999999999998,18
0.77,134
7.769999999999999,98
1.0699999999999998,13
0.67,129
0.77,508
0.67,241
0.87,472
1.4699999999999998,529
3.0699999999999994,361
7.369999999999998,14
5.5699999999999985,32
1.3699999999999999,20
1.9699999999999998,183
1.0699999999999998,102
0.87,635
0.67,125
1.0699999999999998,240
1.8699999999999997,357
2.7699999999999996,523
0.67,16
2.1699999999999995,148
12.269999999999998,245
2.2699999999999996,386
4.969999999999999,111
5.769999999999999,177
2.2699999999999996,551
2.5699999999999994,71
2.6699999999999995,332
2.4699999999999998,67
2.7699999999999996,12
1.3699999999999999,258
3.669999999999999,220
4.069999999999999,450
1.9699999999999998,133
3.1699999999999995,12
1.4699999999999998,291
1.5699999999999998,285
0.67,407
1.67,16
1.27,32
1.4699999999999998,87
0.77,273
1.3699999999999999,300
2.6699999999999995,20
0.87,128
0.87,78
0.77,197
0.97,160
1.4699999999999998,308
1.4699999999999998,174
5.169999999999999,181
2.5699999999999994,13
1.5699999999999998,37
0.67,54
1.8699999999999997,252
2.869999999999999,487
1.7699999999999996,21
1.67,93
3.2699999999999996,361
8.869999999999997,344
0.97,447
1.27,191
1.27,188
0.97,463
4.769999999999999,90
1.3699999999999999,48
5.269999999999999,475
0.97,224
0.87,545
1.4699999999999998,115
1.0699999999999998,20
7.869999999999998,617
7.5699999999999985,557
2.5699999999999994,341
0.67,638
0.77,57
6.169999999999999,374
2.7699999999999996,17
1.4699999999999998,46
3.2699999999999996,48
3.869999999999999,18
2.9699999999999993,252
1.3699999999999999,193
2.07,28
5.969999999999999,16
3.1699999999999995,83
1.8699999999999997,587
8.969999999999999,386
0.67,410
0.97,74
1.8699999999999997,12
1.3699999999999999,72
4.369999999999999,612
1.7699999999999996,129
0.87,19
0.97,242
1.4699999999999998,19
0.67,532
2.07,195
0.67,148
2.7699999999999996,16
0.87,638
2.3699999999999997,146
3.369999999999999,410
2.7699999999999996,149
3.9699999999999993,581
0.77,11
1.0699999999999998,29
1.8699999999999997,114
1.17,536
2.9699999999999993,12
0.67,212
0.97,167
0.67,141
1.8699999999999997,482
10.269999999999998,186
3.1699999999999995,10
3.4699999999999993,488
0.67,120
0.67,587
8.269999999999998,198
6.669999999999998,130
0.77,622
0.67,45
1.7699999999999996,395
1.9699999999999998,25
1.17,206
1.3699999999999999,60
1.7699999999999996,121
1.4699999999999998,317
1.8699999999999997,277
2.07,588
7.169999999999998,81
2.3699999999999997,190
1.0699999999999998,17
1.4699999999999998,18
8.469999999999999,483
0.77,264
1.3699999999999999,534
0.87,491
2.5699999999999994,343
3.369999999999999,17
0.67,90
2.5699999999999994,154
1.5699999999999998,541
1.7699999999999996,26
1.7699999999999996,87
3.669999999999999,147
4.969999999999999,74
8.169999999999998,26
0.77,14
6.5699999999999985,88
2.2699999999999996,97
1.27,26
1.7699999999999996,329
1.7699999999999996,19
0.77,386
0.67,157
0.77,63
1.9699999999999998,116
3.2699999999999996,12
1.67,478
0.87,195
4.669999999999999,30
3.2699999999999996,368
0.77,92
2.3699999999999997,38
1.8699999999999997,596
0.77,122
0.87,137
0.77,38
1.3699999999999999,22
2.5699999999999994,597
2.7699999999999996,16
0.87,94
2.6699999999999995,20
5.269999999999999,172
2.3699999999999997,165
1.8699999999999997,393
2.2699999999999996,173
2.2699999999999996,59
2.07,21
1.3699999999999999,119
1.3699999999999999,283
1.0699999999999998,179
1.9699999999999998,212
0.67,10
1.4699999999999998,27
1.17,20
0.77,96
2.5699999999999994,274
1.4699999999999998,546
1.67,205
0.67,586
0.97,102
0.67,12
4.569999999999999,61
1.3699999999999999,158
1.4699999999999998,504
4.569999999999999,241
0.67,135
4.469999999999999,53
2.07,13
1.67,13
2.3699999999999997,496
0.77,58
1.67,164
2.9699999999999993,353
3.869999999999999,223
6.369999999999998,36
1.7699999999999996,161
0.87,139
0.87,11
1.0699999999999998,10
1.9699999999999998,189
0.67,175
1.27,343
2.869999999999999,38
1.7699999999999996,336
0.87,401
1.9699999999999998,213
0.67,94
2.1699999999999995,144
5.169999999999999,264
0.87,119
0.67,330
1.0699999999999998,36
6.169999999999999,274
2.3699999999999997,120
2.869999999999999,394
6.769999999999999,60
0.67,222
0.67,195
1.9699999999999998,69
1.27,13
0.97,35
0.77,82
1.0699999999999998,539
1.8699999999999997,341
0.77,283
2.3699999999999997,197
2.1699999999999995,75
0.67,243
0.67,381
1.8699999999999997,52
2.3699999999999997,382
2.07,13
1.4699999999999998,550
1.67,43
1.4699999999999998,117
2.9699999999999993,530
0.87,404
3.369999999999999,382
0.67,156
3.1699999999999995,22
2.5699999999999994,59
0.67,26
2.6699999999999995,223
2.4699999999999998,32
0.97,78
1.67,120
1.27,445
1.0699999999999998,328
15.969999999999997,121
1.17,71
4.069999999999999,285
1.4699999999999998,14
0.97,47
7.269999999999999,625
0.77,12
2.6699999999999995,28
3.0699999999999994,12
1.5699999999999998,23
1.27,36
1.8699999999999997,44
9.769999999999998,603
1.4699999999999998,194
0.77,520
1.67,364
2.9699999999999993,427
2.7699999999999996,292
2.5699999999999994,282
2.869999999999999,209
3.0699999999999994,237
3.5699999999999994,140
0.87,278
0.77,280
1.3699999999999999,144
1.4699999999999998,65
0.67,15
2.6699999999999995,53
1.27,119
1.8699999999999997,84
0.67,270
1.7699999999999996,275
0.67,339
1.67,276
1.5699999999999998,417
0.77,239
1.67,497
10.469999999999997,587
2.07,195
0.87,563
0.97,32
4.869999999999999,82
1.5699999999999998,63
1.3699999999999999,471
0.67,90
0.87,25
1.0699999999999998,164
7.369999999999998,249
0.77,377
0.87,27
1.0699999999999998,638
0.67,201
3.1699999999999995,511
2.3699999999999997,236
2.4699999999999998,212
1.27,78
0.67,51
0.77,281
2.07,38
2.5699999999999994,414
1.7699999999999996,22
1.9699999999999998,328
0.67,189
1.3699999999999999,221
0.67,536
2.6699999999999995,28
3.0699999999999994,66
2.3699999999999997,10
0.67,18
1.17,42
1.5699999999999998,493
0.67,460
0.77,71
2.7699999999999996,321
0.67,483
0.77,12
5.5699999999999985,128
4.969999999999999,372
2.4699999999999998,493
0.77,451
0.97,226
1.3699999999999999,154
0.67,198
2.869999999999999,393
0.67,13
1.9699999999999998,119
2.4699999999999998,267
4.369999999999999,302
12.369999999999997,136
2.07,358
14.969999999999997,253
0.87,184
1.9699999999999998,50
1.4699999999999998,416
1.7699999999999996,19
1.27,207
2.2699999999999996,246
2.1699999999999995,30
1.9699999999999998,114
4.169999999999999,461
0.67,216
5.269999999999999,175
1.8699999999999997,307
1.27,52
2.6699999999999995,20
1.27,92
8.069999999999999,138
2.07,557
2.07,34
1.9699999999999998,421
2.07,68
0.97,126
3.0699999999999994,207
1.27,146
2.869999999999999,199
0.87,31
2.3699999999999997,295
1.5699999999999998,11
2.07,65
0.67,10
2.1699999999999995,349
1.4699999999999998,36
2.7699999999999996,558
0.77,144
0.87,137
6.269999999999999,327
1.17,170
0.97,66
3.869999999999999,472
2.4699999999999998,259
1.27,82
0.97,146
0.97,103
2.07,607
1.8699999999999997,170
0.67,382
2.6699999999999995,31
0.77,174
0.67,404
0.67,37
2.2699999999999996,21
3.9699999999999993,168
1.4699999999999998,304
0.87,387
0.87,95
2.7699999999999996,357
2.9699999999999993,370
11.769999999999998,185
1.7699999999999996,23
1.5699999999999998,54
1.27,123
3.4699999999999993,61
1.9699999999999998,95
1.4699999999999998,367
2.5699999999999994,207
3.1699999999999995,276
1.3699999999999999,384
0.77,18
3.4699999999999993,438
0.67,104
1.4699999999999998,212
2.07,638
1.0699999999999998,566
2.869999999999999,588
0.97,301
0.67,114
0.87,413
1.3699999999999999,80
0.77,68
2.1699999999999995,627
1.8699999999999997,252
1.3699999999999999,332
0.67,58
0.97,24
5.5699999999999985,144
12.869999999999997,303
1.27,62
9.669999999999998,102
8.669999999999998,257
0.97,19
0.97,138
2.2699999999999996,54
10.869999999999997,79
1.7699999999999996,403
2.869999999999999,452
2.6699999999999995,378
0.77,637
2.869999999999999,144
0.87,305
4.769999999999999,137
1.0699999999999998,171
2.5699999999999994,47
2.2699999999999996,286
1.27,77
4.769999999999999,48
2.07,31
0.67,527
0.67,10
2.1699999999999995,216
1.27,39
2.5699999999999994,11
2.07,304
1.5699999999999998,284
1.5699999999999998,227
1.5699999999999998,188
2.9699999999999993,93
0.77,397
1.17,115
1.8699999999999997,454
0.67,449
2.4699999999999998,130
0.97,102
1.3699999999999999,81
2.9699999999999993,441
2.1699999999999995,37
1.3699999999999999,567
2.7699999999999996,289
0.87,21
1.9699999999999998,31
0.87,152
0.87,503
1.9699999999999998,557
0.77,59
1.0699999999999998,145
1.5699999999999998,178
4.669999999999999,292
0.67,49
1.27,16
1.5699999999999998,40
3.669999999999999,10
1.0699999999999998,240
1.9699999999999998,232
1.5699999999999998,496
4.569999999999999,252
1.8699999999999997,58
1.27,32
6.169999999999999,145
0.67,42
3.2699999999999996,20
2.869999999999999,12
2.7699999999999996,22
10.369999999999997,125
2.6699999999999995,12
0.67,39
1.9699999999999998,334
1.3699999999999999,465
3.1699999999999995,35
1.27,18
8.669999999999998,617
2.4699999999999998,342
3.2699999999999996,468
1.17,633
1.3699999999999999,49
1.3699999999999999,268
0.77,85
3.1699999999999995,36
1.27,213
1.8699999999999997,274
0.87,82
1.5699999999999998,574
2.6699999999999995,142
0.67,175
4.069999999999999,39
2.869999999999999,423
1.4699999999999998,163
0.77,166
2.07,311
3.1699999999999995,532
2.4699999999999998,595
1.4699999999999998,12
0.67,14
1.17,607
1.0699999999999998,72
3.2699999999999996,172
0.97,457
2.5699999999999994,130
0.97,638
1.3699999999999999,294
0.87,302
3.0699999999999994,127
0.67,382
1.0699999999999998,154
3.0699999999999994,290
0.87,55
0.77,541
1.4699999999999998,271
0.67,23
0.77,15
0.97,175
1.67,625
1.17,23
1.27,24
0.77,85
0.67,17
2.869999999999999,41
1.17,419
0.97,11
0.67,133
1.4699999999999998,32
1.7699999999999996,22
3.669999999999999,243
0.97,16
2.2699999999999996,19
0.67,522
1.3699999999999999,54
1.0699999999999998,515
2.2699999999999996,264
2.7699999999999996,286
1.4699999999999998,133
1.5699999999999998,318
3.369999999999999,506
2.7699999999999996,11
2.07,481
0.67,113
2.4699999999999998,538
1.17,22
0.97,550
1.8699999999999997,333
0.87,35
2.4699999999999998,231
0.97,84
0.67,437
1.0699999999999998,29
1.5699999999999998,23
2.2699999999999996,229
2.869999999999999,63
2.7699999999999996,557
5.669999999999999,469
0.67,528
0.97,376
9.769999999999998,563
3.869999999999999,547
3.2699999999999996,532
1.5699999999999998,106
2.4699999999999998,66
9.169999999999998,83
1.17,362
0.67,45
2.5699999999999994,26
0.67,10
1.8699999999999997,540
0.67,468
0.97,613
0.87,111
0.77,251
2.869999999999999,449
0.87,267
1.7699999999999996,20
1.17,316
3.869999999999999,104
2.1699999999999995,96
2.07,449
0.87,127
1.27,128
2.07,37
1.4699999999999998,173
1.67,74
14.569999999999997,620
1.17,158
12.669999999999996,551
0.67,17
1.5699999999999998,26
2.1699999999999995,214
2.3699999999999997,180
1.8699999999999997,335
0.87,166
2.2699999999999996,25
0.77,128
2.1699999999999995,58
0.87,47
1.7699999999999996,474
1.27,118
2.869999999999999,182
11.969999999999997,189
2.1699999999999995,41
2.4699999999999998,44
1.9699999999999998,138
1.67,28
1.7699999999999996,29
1.0699999999999998,17
1.7699999999999996,95
2.07,46
4.369999999999999,53
1.3699999999999999,28
0.67,63
1.0699999999999998,57
0.67,40
0.67,196
1.8699999999999997,140
2.5699999999999994,281
16.77,396
6.469999999999999,221
0.87,167
0.87,206
7.269999999999999,13
2.9699999999999993,227
1.5699999999999998,246
2.1699999999999995,248
2.5699999999999994,301
3.869999999999999,66
0.97,179
2.9699999999999993,22
2.2699999999999996,51
2.07,362
3.769999999999999,39
0.97,26
1.7699999999999996,256
1.8699999999999997,168
1.17,485
2.7699999999999996,594
1.17,74
1.8699999999999997,33
0.77,155
1.17,72
1.4699999999999998,331
0.77,10
1.0699999999999998,162
1.0699999999999998,256
1.17,12
2.2699999999999996,73
0.87,237
0.97,20
1.7699999999999996,215
1.4699999999999998,570
1.8699999999999997,339
1.9699999999999998,163
1.67,73
1.8699999999999997,150
0.77,26
0.77,210
0.67,327
0.77,187
2.7699999999999996,90
0.97,179
1.4699999999999998,45
0.67,28
0.77,21
2.4699999999999998,596
0.77,10
0.87,612
0.77,26
3.2699999999999996,54
0.67,638
1.3699999999999999,541
1.17,478
1.17,224
1.0699999999999998,354
1.17,388
0.67,36
1.17,120
11.469999999999997,561
2.2699999999999996,131
0.77,72
0.67,221
0.87,130
2.3699999999999997,23
2.6699999999999995,11
1.0699999999999998,167
1.0699999999999998,475
0.87,10
1.4699999999999998,125
0.77,10
0.67,158
0.87,148
0.77,557
1.17,143
4.769999999999999,36
1.4699999999999998,25
1.8699999999999997,568
15.269999999999996,304
2.3699999999999997,166
2.07,418
1.67,130
9.769999999999998,158
2.3699999999999997,52
0.87,126
0.87,10
1.8699999999999997,207
3.0699999999999994,16
1.9699999999999998,131
0.67,31
1.67,14
8.969999999999999,150
11.869999999999997,66
0.77,579
1.7699999999999996,621
1.4699999999999998,504
1.3699999999999999,15
0.67,101
2.869999999999999,252
7.969999999999998,279
3.0699999999999994,12
1.7699999999999996,433
4.069999999999999,66
1.0699999999999998,52
3.2699999999999996,172
1.3699999999999999,45
1.17,17
2.4699999999999998,389
1.0699999999999998,638
1.8699999999999997,70
1.5699999999999998,174
2.07,210
0.87,391
2.7699999999999996,33
2.6699999999999995,201
2.07,608
4.369999999999999,69
1.0699999999999998,132
1.67,488
1.17,185
2.4699999999999998,301
2.1699999999999995,12
2.6699999999999995,634
0.77,49
1.8699999999999997,58
0.77,635
0.97,250
1.27,237
0.87,172
1.4699999999999998,167
2.4699999999999998,121
1.9699999999999998,114
