planet_radius,Period(Days),host_star_id,planet_name,contrast,planet_type,angular_separation,orbital_radius
1.4699999999999998,234,S59476871,Planet_9835,1.1592746685001687e-08,venuses,0.026282052778590914,0.7161275623500746
2.07,57,S428073480,Planet_9836,2.7032187913236328e-08,neptunes,0.00014212067077176645,0.2730005779650942
1.37,83,S321883835,Planet_9837,5.021759511392022e-09,mercuries,0.004330026721906976,0.3306902991258182
4.169999999999999,278,S77610900,Planet_9838,2.0237909241351003e-08,neptunes,0.048585363089730375,0.6433079408509312
1.67,14,S375092757,Planet_9839,1.8298604131144942e-07,neptunes,0.0010167055938073025,0.13208380055072574
1.5699999999999998,219,S3802280,Planet_9840,4.616694287378992e-09,neptunes,0.008782331137900747,0.6860557616568628
4.969999999999999,194,S218263393,Planet_9841,9.80413192186071e-08,neptunes,0.04754469969579151,0.46279894732155114
0.87,61,S292987389,Planet_9842,5.126962222153067e-09,mercuries,0.00020319754851335161,0.2510295245238133
1.67,64,S29901695,Planet_9843,3.047050894160558e-08,neptunes,0.0029543775395777408,0.3426190158339836
0.97,76,S388930496,Planet_9844,3.4932523306653117e-09,mercuries,0.006587915400046248,0.3329241899330875
2.6699999999999995,145,S138894223,Planet_9845,3.4958662567649744e-08,neptunes,0.01086684149558304,0.4614013028839281
4.069999999999999,85,S17554784,Planet_9846,1.1239077058744319e-07,neptunes,0.007504702458845176,0.36199705242269536
2.47,214,S102030,Planet_9847,8.99776755481583e-09,neptunes,0.002453443642500321,0.7526498144946104
1.7699999999999996,14,S234994474,Planet_9848,4.265963053892394e-07,neptunes,0.00021185588507162634,0.09511219117740065
2.07,500,S316494199,Planet_9849,2.5451393601329654e-09,neptunes,0.0013993229413624129,1.089425195627334
1.37,19,S365063993,Planet_9850,4.0397612382549685e-09,mercuries,0.0022912351331700652,0.13503631565796562
1.0699999999999998,324,S394053465,Planet_9851,6.020760305643303e-09,venuses,0.013687196882405779,0.7343454007199414
1.27,92,S66695166,Planet_9852,3.020902556006676e-08,venuses,0.007104435107807309,0.4032386195420724
1.37,192,S388931495,Planet_9853,1.4824697957599539e-08,venuses,0.014719422648488217,0.6217869726797355
1.5699999999999998,92,S326186977,Planet_9854,2.07687577311483e-08,neptunes,0.013548783943323374,0.3454862114774376
1.5699999999999998,51,S166855070,Planet_9855,4.239349407233793e-08,neptunes,0.002705750753263577,0.17008239854210472
1.17,371,S23325655,Planet_9856,4.212990517409316e-09,venuses,0.00516958393744475,0.8276147394498408
1.97,109,S422692635,Planet_9857,1.2438748106822183e-08,neptunes,0.00677640794263325,0.38210617647318723
3.669999999999999,121,S6737561,Planet_9858,3.332007244866094e-08,neptunes,0.005532592233256064,0.40928479805324164
0.67,137,S166762338,Planet_9859,4.030500009827565e-09,venuses,0.009536997162963927,0.5554709754492223
8.469999999999999,51,S30946263,Planet_9860,4.3093382002351914e-07,hot_jupiters,0.001250830831725939,0.2434398878916634
2.37,209,S355935417,Planet_9861,1.6676901051971737e-08,neptunes,0.005423928429435125,0.5913084555789951
1.17,36,S422692085,Planet_9862,2.2326429672910357e-09,mercuries,0.0007272645435445519,0.18670716451479638
0.77,439,S264506118,Planet_9863,7.290727171262898e-10,earths,0.016478657204772536,0.9814860266895918
4.27,162,S219126357,Planet_9864,1.4986934576598388e-08,neptunes,0.0020722850300662747,0.7074203284693761
1.67,337,S5898974,Planet_9865,2.475197105348348e-09,neptunes,0.012621339198806135,0.8337109873127476
2.37,65,S192679501,Planet_9866,5.0323818545698716e-08,neptunes,0.004612460361483914,0.26977840517981344
3.0699999999999994,383,S24190130,Planet_9867,7.049179464765325e-09,neptunes,0.011734370902282165,0.9076182131073228
2.869999999999999,100,S286690681,Planet_9868,8.635887727228911e-08,neptunes,0.0006131948261306572,0.3609249568961269
3.769999999999999,107,S294783817,Planet_9869,9.420245517459241e-08,neptunes,0.008286780534369327,0.34414589745049
6.569999999999999,115,S13886484,Planet_9870,2.550948550464813e-07,hot_jupiters,0.01082443528049704,0.34146177772086245
2.27,255,S422679659,Planet_9871,4.929953343369529e-09,neptunes,0.010223572536847674,0.8291610696573506
1.27,11,S318358029,Planet_9872,7.790441128803684e-08,mercuries,0.00017826912706776494,0.08872099706713904
1.87,72,S289814568,Planet_9873,2.8958826277504467e-08,neptunes,0.0002704879510599069,0.31958212119827634
0.67,303,S238718204,Planet_9874,2.399273662967305e-09,venuses,0.00709341007396254,0.7520079270693295
1.67,24,S353970454,Planet_9875,1.6779515189586113e-07,neptunes,0.0027245746916549534,0.13925796427393838
1.67,65,S15816368,Planet_9876,5.1392993749336435e-08,neptunes,0.0031427950199714016,0.25077028770475834
0.87,306,S273425850,Planet_9877,4.768021061454577e-09,venuses,0.0016540913290157525,0.6449376678581905
0.77,133,S298649457,Planet_9878,8.388050003738323e-10,mercuries,0.01362551304277407,0.36664362856728383
0.67,537,S77422977,Planet_9879,3.2438665234180634e-10,earths,0.010362290067520031,1.1617575575752483
1.87,107,S58632438,Planet_9880,1.8899237518965882e-08,neptunes,0.008848597512935093,0.3820862003283892
0.77,58,S330970263,Planet_9881,6.593718133826708e-10,mercuries,0.00494933233481595,0.2553099200391469
1.7699999999999996,17,S156638998,Planet_9882,1.7160226062359746e-07,neptunes,0.00010952555533506997,0.13986185656959466
1.87,191,S414149200,Planet_9883,1.0022926810675697e-08,neptunes,0.00962710258128118,0.6816716878521922
0.67,70,S125702797,Planet_9884,1.0864606623975944e-09,mercuries,0.0035192938574881024,0.29771007860437876
1.7699999999999996,511,S372066832,Planet_9885,9.665501089422624e-10,neptunes,0.0040305629530019895,1.1407339612500318
2.47,118,S390726873,Planet_9886,2.0886883081852975e-08,neptunes,0.010153963093557756,0.3875979389133996
0.77,224,S52170634,Planet_9887,3.946903746426236e-09,venuses,0.0001640190120383897,0.6276987743888819
1.87,220,S119820859,Planet_9888,3.093626503770681e-09,neptunes,0.010319166807804328,0.7894854087951438
2.1699999999999995,624,S345662514,Planet_9889,1.4174904056308823e-09,neptunes,0.045456836552010806,1.3435282486064648
4.369999999999999,344,S241430822,Planet_9890,2.893100925619528e-08,neptunes,0.015447662056431517,0.8004908073174534
3.27,87,S466314628,Planet_9891,3.69448495506942e-08,neptunes,0.0012215144628198282,0.38073990864085083
3.0699999999999994,180,S100011351,Planet_9892,1.0188424051167541e-08,neptunes,0.003692827066768317,0.6574226652306009
2.5699999999999994,259,S420072064,Planet_9893,4.734742891871267e-09,neptunes,0.02384729884670392,0.7717019956263822
2.07,52,S229047482,Planet_9894,5.501585088168423e-08,neptunes,0.0020866969915922925,0.23857680158244793
2.97,79,S125941934,Planet_9895,9.117864864295974e-08,neptunes,0.00264964548587153,0.31103606494646785
2.1699999999999995,164,S34199361,Planet_9896,1.0490107588309863e-08,neptunes,0.013513956870435093,0.5700539419935445
1.17,11,S150061097,Planet_9897,9.294583709239211e-08,mercuries,0.0008152624414073893,0.08384952840784543
0.67,35,S103687176,Planet_9898,5.170759154600862e-09,mercuries,0.004246118011548503,0.1766631158773722
2.37,49,S200363066,Planet_9899,7.76667259789274e-08,neptunes,0.001669937363724371,0.21558668213093587
6.869999999999998,520,S299803821,Planet_9900,3.698035316296657e-08,gas_giants,0.0018467628112338098,1.171704709525244
2.37,223,S27549653,Planet_9901,9.56024395283158e-09,neptunes,0.00045609044945011485,0.6998749211700209
14.069999999999997,88,S165764315,Planet_9902,6.121008442982855e-07,hot_jupiters,0.0022857243434902643,0.4121653741573602
2.27,289,S422382572,Planet_9903,5.807826211433518e-09,neptunes,0.005969784420164026,0.6075372393172684
3.0699999999999994,307,S139112038,Planet_9904,9.253065743861415e-09,neptunes,0.001238935472670627,0.8780735602145181
1.0699999999999998,28,S190974401,Planet_9905,2.627002600052883e-08,mercuries,0.002603149590395694,0.14562949085619023
1.0699999999999998,281,S125250745,Planet_9906,6.9775057141516095e-09,venuses,0.04075907607704566,0.7029721336022239
0.97,435,S273733637,Planet_9907,1.0203981898829204e-09,earths,0.022070989866513423,1.0473429000578
1.37,130,S4113275,Planet_9908,1.6069324178184717e-08,venuses,0.0006024737521202253,0.5078046116352257
2.07,51,S191721574,Planet_9909,5.3424459039203206e-08,neptunes,0.004653682701296584,0.3038901169855632
1.0699999999999998,95,S333492292,Planet_9910,3.5245926182703296e-09,mercuries,0.0007278232371194865,0.35113714759586084
2.1699999999999995,496,S418189606,Planet_9911,1.8821787341080963e-09,neptunes,0.004331987253887083,1.1969696789736393
0.67,32,S284853659,Planet_9912,1.3821422493599593e-09,mercuries,0.002257638679487936,0.1853238181713123
1.97,343,S241682178,Planet_9913,9.936363558991933e-09,neptunes,0.01660494892800104,0.7342265447911193
0.77,18,S180325572,Planet_9914,8.651847468938464e-09,mercuries,0.0015066843446347807,0.11627463247912
0.97,21,S237920961,Planet_9915,1.0015386811994517e-08,mercuries,0.0033282907656522584,0.14421697976466563
0.97,196,S20304188,Planet_9916,5.64782207926376e-09,venuses,0.020779044934362306,0.6690360854458431
2.97,330,S95431211,Planet_9917,7.697440186093556e-09,neptunes,0.023412976751609246,1.0316405011664689
1.87,181,S117505846,Planet_9918,1.0981119590683851e-08,neptunes,0.0009394377501721614,0.5160595594440756
8.869999999999997,636,S83151778,Planet_9919,4.787647028026577e-08,gas_giants,0.012519882607582447,1.3821337646581555
1.7699999999999996,109,S449263348,Planet_9920,1.87029969380876e-08,neptunes,0.006878425089088741,0.3618796752952227
0.97,193,S39124944,Planet_9921,6.06417651146533e-09,venuses,0.003917016216199849,0.6406210864328429
1.97,81,S389121767,Planet_9922,1.3326653051916045e-08,neptunes,0.0042668479132780416,0.3964942838121156
1.67,29,S97986730,Planet_9923,4.2212557534541406e-08,neptunes,0.0002593920071406609,0.15952653743172138
3.0699999999999994,553,S251808762,Planet_9924,6.5809676347981905e-09,neptunes,0.010829584899570782,1.333401022026576
2.37,154,S320739355,Planet_9925,2.0036030720885265e-08,neptunes,0.005984261346882511,0.5132364086472323
2.1699999999999995,147,S20324932,Planet_9926,7.061349924836074e-09,neptunes,0.004143076869686324,0.5325867478312282
1.17,353,S30121399,Planet_9927,1.6339150266679912e-09,earths,0.008119129701923113,0.9367242059710552
5.569999999999999,401,S91992469,Planet_9928,4.2249197049580964e-08,neptunes,0.014771537181688346,0.8758112859074411
1.0699999999999998,31,S372445638,Planet_9929,9.891073884641666e-09,mercuries,0.0008928234791338649,0.13309662795960672
0.77,632,S235556345,Planet_9930,3.2543672822428086e-10,earths,0.03079339481624764,1.4118494384500468
2.27,119,S132977055,Planet_9931,4.149722387287335e-08,neptunes,0.00657675090601318,0.39260159609723516
1.17,376,S18805144,Planet_9932,5.423807642057136e-09,venuses,0.0065497289310048066,0.8360429484418981
4.169999999999999,26,S27109550,Planet_9933,4.755781541265752e-07,neptunes,0.0011505845875121497,0.14514631865590186
0.67,110,S23369524,Planet_9934,1.7206294342594469e-09,mercuries,0.006784038042584066,0.31914725248062553
5.969999999999999,155,S22582054,Planet_9935,1.7632871585824066e-07,neptunes,0.015157250753398206,0.48410068515594873
0.87,246,S142275448,Planet_9936,4.042681871252107e-09,venuses,0.015533403653963539,0.7452078358625209
0.67,126,S248959861,Planet_9937,5.292819230929794e-09,venuses,0.008787393048336187,0.49350156780011545
1.17,20,S206485185,Planet_9938,3.0560199422162046e-08,mercuries,0.002267520598899927,0.12090342834050648
7.169999999999998,181,S245858049,Planet_9939,5.6770157803847454e-08,hot_jupiters,0.006918470452006823,0.4868783679077881
3.0699999999999994,106,S135641917,Planet_9940,4.543874631282453e-08,neptunes,0.005042128435675477,0.349025560550753
2.1699999999999995,141,S286838413,Planet_9941,1.8585629597216408e-08,neptunes,0.00978724209896396,0.5319297107981812
0.87,17,S60284669,Planet_9942,1.6640922544748264e-08,mercuries,0.0007970976430144313,0.11918451551837994
2.5699999999999994,19,S132702068,Planet_9943,3.2528359988357855e-07,neptunes,0.0025096625234409245,0.1419104776716207
2.47,282,S226107999,Planet_9944,6.03970068836035e-09,neptunes,0.04963445529901492,0.7137460743144025
0.87,26,S409310114,Planet_9945,4.462574056346235e-09,mercuries,0.0006916157185907879,0.13577507371426678
0.97,409,S207086667,Planet_9946,1.2924668804087095e-09,earths,0.00402213714161687,0.920694367164712
0.67,314,S371272665,Planet_9947,3.463580366360354e-09,venuses,0.019916472665494928,0.5844327359761508
2.869999999999999,246,S456611976,Planet_9948,1.4926993000964674e-08,neptunes,0.022696013624316457,0.5115113486860561
1.0699999999999998,335,S85045151,Planet_9949,1.2618219746607675e-09,earths,0.02158486959083483,0.93129633889733
0.87,19,S248024345,Planet_9950,1.4666348367989178e-08,mercuries,0.004624138191222049,0.111741524003337
0.87,26,S198106000,Planet_9951,1.6773517292004428e-08,mercuries,0.002509197519181447,0.15090489680920435
1.4699999999999998,16,S405226902,Planet_9952,3.231556453172031e-08,mercuries,0.0019538302862644828,0.10708805444803003
0.97,123,S176940023,Planet_9953,1.0484415070845364e-08,venuses,0.013030720895792639,0.47246042815325695
1.5699999999999998,520,S254852349,Planet_9954,1.0008439378051993e-09,neptunes,0.010940379708824173,1.114341364513485
1.17,431,S234847199,Planet_9955,1.2303886105872882e-09,earths,0.01405789947728237,1.0771994026756884
0.77,130,S15489536,Planet_9956,6.188795676171356e-09,venuses,0.0021967847823551817,0.45268992515882556
3.47,368,S453303407,Planet_9957,2.086883946123542e-08,neptunes,0.03007497597591141,0.6810903298534583
5.869999999999999,12,S236289419,Planet_9958,3.294528418423871e-06,neptunes,0.002145412463138821,0.09219246572026096
0.67,531,S259386353,Planet_9959,2.4309704241048e-10,earths,0.04048374521592538,1.3369028602384014
1.17,134,S380025752,Planet_9960,1.709268260804514e-08,venuses,0.0037131671918560556,0.41726124257002273
7.269999999999999,11,S257505374,Planet_9961,4.155650208874471e-06,hot_jupiters,0.00571822209890235,0.07528183160572646
0.67,608,S72498126,Planet_9962,3.08532634583562e-10,earths,0.004912680683462324,1.164392124570885
2.07,286,S332635310,Planet_9963,2.8085363286048125e-09,neptunes,0.01702069398993903,0.8328413982608158
9.869999999999996,25,S82774204,Planet_9964,3.1270336808429944e-06,hot_jupiters,0.001182874011414811,0.13867353665731996
1.4699999999999998,190,S410803077,Planet_9965,1.9188896774711293e-08,venuses,0.019033254311335956,0.5184891433771832
0.87,17,S2027133756,Planet_9966,1.5831566347716815e-08,mercuries,0.0027311740968573098,0.1109210178369923
0.87,279,S125979876,Planet_9967,4.312099322035005e-09,venuses,0.007824728411285486,0.6336050636164
4.569999999999999,208,S280869801,Planet_9968,2.169775639751853e-08,neptunes,0.006671030316819682,0.6583340279986117
1.97,41,S393801573,Planet_9969,1.0229733779338846e-07,neptunes,0.0016872377921311314,0.19046323351390712
2.6699999999999995,477,S349626787,Planet_9970,4.36655501190242e-09,neptunes,0.006920934128745155,1.0658581679032646
2.1699999999999995,147,S142384335,Planet_9971,2.115330502603193e-08,neptunes,0.003189627469843128,0.5415208570926163
2.27,207,S359630395,Planet_9972,2.4136218340984546e-08,neptunes,0.007915964988723618,0.540229591210035
1.67,160,S89003913,Planet_9973,1.5686294761489988e-08,neptunes,0.0021426967295611263,0.47506547971007257
0.97,56,S689318,Planet_9974,6.010366297353233e-10,mercuries,0.002314605751076894,0.25555194043512813
1.4699999999999998,235,S281738302,Planet_9975,1.0835837398005985e-08,venuses,0.010425055004400574,0.7018313744246862
1.0699999999999998,78,S443956260,Planet_9976,1.236730529005367e-09,mercuries,0.003406813318762239,0.32315287475709176
2.37,28,S256316623,Planet_9977,2.706782248774236e-07,neptunes,0.010487699687624646,0.13082109906775563
5.669999999999999,466,S344334378,Planet_9978,2.6434432925398598e-08,neptunes,0.003718669344637963,0.9760040044230479
2.07,565,S169344643,Planet_9979,2.446262802279556e-09,neptunes,0.003613665745330475,0.9307127826463933
0.97,100,S154905839,Planet_9980,8.028243271891601e-10,mercuries,0.006553476862181849,0.38369464872057174
4.27,474,S292207462,Planet_9981,1.2802527914504321e-08,neptunes,0.009337890638232963,1.025289715705674
2.869999999999999,89,S121820668,Planet_9982,7.13934834440802e-08,neptunes,0.002759336298601532,0.3361922603685346
3.27,94,S194459612,Planet_9983,9.959317022505048e-08,neptunes,0.007423434758853273,0.37072869520885815
1.0699999999999998,91,Snan,Planet_9984,4.048302990206969e-09,mercuries,0.005974149097131162,0.33386567577674725
0.67,404,S327507922,Planet_9985,4.0952323805718513e-10,earths,0.05753266663918543,1.073112900328518
1.4699999999999998,191,S233186332,Planet_9986,1.4680175244832105e-08,venuses,0.005673193299709361,0.6544890296396149
1.7699999999999996,11,S345943668,Planet_9987,1.8470033629351458e-07,neptunes,0.0017230139419429581,0.09600806006972139
0.77,20,S379116123,Planet_9988,1.1099126934420773e-08,mercuries,0.0009782589241310023,0.12137800005074968
2.1699999999999995,132,S334045131,Planet_9989,2.0650108564286127e-08,neptunes,0.008795571512147963,0.45867206232940966
0.77,287,S219004642,Planet_9990,4.587083929931332e-09,venuses,0.054955616334763244,0.6234774513680915
2.97,363,S287081946,Planet_9991,8.02343889395279e-09,neptunes,0.022737359561916585,1.0384694827210112
4.069999999999999,22,S280310048,Planet_9992,2.133140151565752e-07,neptunes,0.050291505371644674,0.1770570862137408
3.369999999999999,503,S146538232,Planet_9993,7.671089127747347e-09,neptunes,0.10487058767331317,0.997128520464193
1.37,252,S404127505,Planet_9994,9.150951536250308e-09,venuses,0.007565019501633687,0.7626390435951246
2.47,18,S118554656,Planet_9995,1.0709325043495567e-07,neptunes,0.0014602934110383254,0.15221003961496668
0.77,102,S156789641,Planet_9996,5.655036004971956e-10,mercuries,0.006874391469942276,0.3483214400430693
1.0699999999999998,57,S233643252,Planet_9997,2.9883987171706674e-09,mercuries,0.005301126803135263,0.2597936019440617
1.0699999999999998,435,S88190352,Planet_9998,3.6594079084660216e-09,venuses,0.005531660526584704,0.8699351578883816
0.77,21,S158595208,Planet_9999,1.5291416229755104e-08,mercuries,0.002515611491543925,0.1377070819678508
2.5699999999999994,17,S276619129,Planet_10000,3.33386811388081e-07,neptunes,0.0022179700661908923,0.1109210178369923
1.0699999999999998,99,S44640797,Planet_10001,3.8629961430499954e-09,mercuries,0.008314646863389783,0.3549741615563044
2.869999999999999,54,S326566290,Planet_10002,9.70247660523893e-08,neptunes,0.0014201973356099311,0.2345801122942746
1.0699999999999998,381,S280495780,Planet_10003,9.217696093243163e-10,earths,0.023238048498882183,1.0396674926697005
3.27,217,S341687654,Planet_10004,2.6706790134349168e-08,neptunes,0.006522217073356124,0.5357600570578818
2.97,22,S335814603,Planet_10005,3.7127970071167274e-07,neptunes,0.0034063871025829524,0.12171022919878557
2.1699999999999995,137,S289673491,Planet_10006,1.7252915027329374e-08,neptunes,0.028238632744089522,0.5608993381444066
1.5699999999999998,572,S1557344210,Planet_10007,2.2278711505292695e-09,neptunes,0.003955837674193587,1.176268901183728
1.37,422,S320832207,Planet_10008,1.967196579396053e-09,earths,0.029275253991331796,0.9926806750996727
3.27,39,S152537370,Planet_10009,3.166413685041101e-07,neptunes,0.004251248100823757,0.21614423696556354
3.1699999999999995,23,S197951574,Planet_10010,2.957332944686161e-07,neptunes,0.0030672449228503393,0.1649469044438212
0.77,343,S334524122,Planet_10011,2.228167094093982e-09,venuses,0.05554094981555285,0.7849350220423051
1.67,31,S450060052,Planet_10012,1.0982491434141387e-07,neptunes,0.004313921796356857,0.16898194871309657
0.87,511,S437259912,Planet_10013,2.497100420569606e-09,venuses,0.013975229996473706,0.8966071563196094
1.7699999999999996,508,S405230222,Planet_10014,2.955930038643412e-09,neptunes,0.027101862700953747,1.0704162811362379
1.7699999999999996,394,S397515306,Planet_10015,2.5552370005655635e-09,neptunes,0.015778456326825105,0.8577321951669737
0.77,290,S408042385,Planet_10016,2.0337300891677136e-09,venuses,0.010032738363473811,0.8984961089282499
0.77,18,S88533834,Planet_10017,1.5033184425317248e-08,mercuries,0.0017679319726467493,0.1171842821516566
1.5699999999999998,444,S305537413,Planet_10018,1.8647977565527053e-09,neptunes,0.00211246125329332,0.9246242542040848
0.67,634,S348966891,Planet_10019,3.982907996048056e-10,earths,0.01715146535232061,1.09700018526126
1.4699999999999998,157,S331391396,Planet_10020,1.0128812167051316e-08,venuses,0.013519736619438975,0.7066623273486722
5.469999999999999,199,S365333875,Planet_10021,1.4122309432974685e-07,neptunes,0.002432334207835301,0.5276858757575056
0.97,15,S28752070,Planet_10022,2.6357074844664477e-08,mercuries,0.0017904594784774093,0.10518284617001027
2.27,14,S386825419,Planet_10023,6.195793550894132e-07,neptunes,0.0007611965417357025,0.09475758457546926
4.069999999999999,102,S292113181,Planet_10024,4.196387317106153e-08,neptunes,0.00018031198047285945,0.40470708284813184
7.169999999999998,275,S333619257,Planet_10025,1.1761190075413358e-07,gas_giants,0.0027999975145960496,0.8344496560539996
2.5699999999999994,406,S37497829,Planet_10026,5.449512504931355e-09,neptunes,0.0006082287875661746,0.9168588366116958
3.27,78,S385321596,Planet_10027,1.3755291184032382e-07,neptunes,0.006701453244897213,0.32509787989201333
1.17,200,S80431620,Planet_10028,7.581738209188533e-09,venuses,0.041871811285024714,0.6622159201028306
1.7699999999999996,374,S72510218,Planet_10029,2.241285854917938e-09,neptunes,0.0002143142252682751,1.019269998945731
0.97,54,S172752010,Planet_10030,7.4066267075367584e-09,mercuries,0.006608947949016477,0.2538819756679524
0.77,378,S367052595,Planet_10031,7.147415434418909e-10,earths,0.006242202629536064,0.904090582692564
2.5699999999999994,81,S438516148,Planet_10032,2.695604560437661e-08,neptunes,0.007498959625943724,0.47935227467342467
4.769999999999999,32,S382276154,Planet_10033,2.5251264237420574e-07,neptunes,0.0012014624657410039,0.1962564624999608
1.4699999999999998,35,S58445695,Planet_10034,1.801723894571093e-08,mercuries,0.004032857576024987,0.22789532016241248
0.77,45,S407393440,Planet_10035,6.106177616721701e-09,mercuries,0.004321802945944464,0.21225417478056507
1.7699999999999996,313,S375841179,Planet_10036,2.9948754186899616e-09,neptunes,0.0006465128548318632,0.8847729433768344
2.77,304,S266023510,Planet_10037,1.9348321822890184e-08,neptunes,0.01542250442056906,0.5990367982828428
2.869999999999999,199,S59705241,Planet_10038,5.120939985451008e-08,neptunes,0.013677972293395459,0.41045469808632074
1.67,84,S320211956,Planet_10039,2.8677053298771906e-08,neptunes,0.00765348836844536,0.3420767343086831
7.469999999999999,43,S357134094,Planet_10040,9.802227167428229e-08,hot_jupiters,0.003066884166784502,0.19616262726798914
2.27,138,S304966912,Planet_10041,2.30654613215928e-08,neptunes,0.019022112988213002,0.4499270639802218
7.5699999999999985,599,S297060389,Planet_10042,3.255751101945266e-08,gas_giants,0.006895056674652321,1.5472628563946327
5.469999999999999,473,S165025629,Planet_10043,4.974436824776714e-08,neptunes,0.026878105282379324,0.893354338001685
2.5699999999999994,371,S403436812,Planet_10044,7.91133792566744e-09,neptunes,0.011544972231615045,1.0018269442276744
3.27,66,S125933108,Planet_10045,1.5722383221856672e-07,neptunes,0.006562585916195353,0.27686504265682893
1.17,178,S47723906,Planet_10046,8.014058665080296e-09,venuses,0.003944218402671634,0.6713191954543514
2.07,28,S397024052,Planet_10047,1.874769655474945e-07,neptunes,0.0006411656146635507,0.17005354219164015
1.27,228,S126584063,Planet_10048,7.15023848776378e-09,venuses,0.01093546040733857,0.7350246571633229
0.67,614,S164681149,Planet_10049,3.438544937583536e-10,earths,0.002635240842817712,1.2371002567559823
1.0699999999999998,53,S461638507,Planet_10050,9.184735211794073e-09,mercuries,0.001106493502430157,0.24517281478979094
1.67,449,S373027194,Planet_10051,1.7555736654413474e-09,neptunes,0.02502402380682182,1.1738496116910597
0.97,612,S157921708,Planet_10052,5.414084583233492e-10,earths,0.008090207332913988,1.4268733487189285
0.97,10,S393584005,Planet_10053,1.825145818672586e-08,mercuries,0.0021179084276057654,0.058604971323563015
1.67,65,S279649057,Planet_10054,2.2661844603982747e-08,neptunes,0.00355281519287682,0.31313701612586164
1.4699999999999998,590,S231286446,Planet_10055,1.5561318584112167e-09,earths,0.02624872607403357,1.197128359446703
1.7699999999999996,535,S307754027,Planet_10056,2.4309897004339187e-09,neptunes,0.019105773066715466,1.3231116673025678
0.77,442,S281361537,Planet_10057,4.76976748813167e-10,earths,0.011800698128849511,1.0890970501978159
1.0699999999999998,575,S63790159,Planet_10058,7.409867223783069e-10,frozen_planets,0.04102725405924179,1.8118268545731049
1.97,175,S240900061,Planet_10059,5.5144385477425494e-09,neptunes,0.009168265154084114,0.4955739648393627
0.97,94,S144446304,Planet_10060,1.1259961023549307e-09,mercuries,0.003384970482545692,0.35821703467652755
12.169999999999998,28,S144493077,Planet_10061,1.7155181172920746e-06,hot_jupiters,5.726116996881434e-05,0.17613104134585644
6.669999999999998,366,S18032286,Planet_10062,5.128478970573983e-08,gas_giants,0.0003735523523662858,1.0417430163187584
2.97,13,S228846172,Planet_10063,1.882899111324561e-06,neptunes,0.0023573267283931434,0.07785206014630656
2.47,89,S96211765,Planet_10064,2.6872781358433418e-08,neptunes,0.0026621964316739587,0.381456667506381
2.37,63,S327860248,Planet_10065,9.821051822629519e-08,neptunes,0.009061619823567289,0.26562866004549257
7.269999999999999,95,S422856892,Planet_10066,6.761855060999202e-08,hot_jupiters,0.005167594139345045,0.44696628234940255
1.87,355,S206584764,Planet_10067,3.1581141450078124e-09,neptunes,0.01580969341302432,0.8603768332520154
2.07,92,S248052037,Planet_10068,2.67380191878742e-08,neptunes,0.0026922438588236923,0.4117091275071903
3.27,59,S155970640,Planet_10069,3.338293875461954e-07,neptunes,0.013182360949312584,0.1938054286565612
2.1699999999999995,470,S135829915,Planet_10070,2.888562898656077e-09,neptunes,0.018501672490329465,1.0632732834105438
0.97,43,S14768025,Planet_10071,9.432210736115775e-09,mercuries,0.001679736245510429,0.19633591227389705
1.17,619,S452608747,Planet_10072,1.091182575258735e-09,earths,0.02580587693685627,1.2313058238285781
1.5699999999999998,217,S279742586,Planet_10073,8.508685421778252e-09,neptunes,0.0004563360994490356,0.5951367980513569
1.4699999999999998,25,S200781247,Planet_10074,5.70646260219356e-08,mercuries,0.0067879343359307,0.13860436629932676
15.469999999999995,283,S163913753,Planet_10075,4.7605360184063337e-07,gas_giants,0.0003697403053308703,0.7983741443594273
1.97,79,S63041201,Planet_10076,2.4416574501081666e-08,neptunes,0.008551170495878856,0.41428604593310714
2.869999999999999,20,S97522283,Planet_10077,4.456666730516419e-07,neptunes,0.0023751158828889205,0.14324271174565267
1.97,149,S38965821,Planet_10078,1.4642253932765236e-08,neptunes,0.0017802503454690602,0.5072780356572076
2.37,30,S224111829,Planet_10079,1.835419432809652e-07,neptunes,0.003333937683155199,0.16451160156845832
1.0699999999999998,75,S153891265,Planet_10080,5.001794757717776e-10,mercuries,0.005398181733454725,0.3593913247252871
1.7699999999999996,12,S399001403,Planet_10081,2.2893851604689347e-07,neptunes,0.0002401949355582291,0.10239031509440416
1.87,139,S141276792,Planet_10082,2.0586651034838457e-08,neptunes,0.009703010050879547,0.46697009912870757
4.669999999999999,395,S101833439,Planet_10083,2.4369842819062664e-08,neptunes,0.018965235454059044,1.0033306131286142
4.169999999999999,95,S435883224,Planet_10084,1.489932404496656e-07,neptunes,0.007832251685414729,0.3962896482801265
8.669999999999998,240,S67810124,Planet_10085,2.2698456150614106e-07,gas_giants,0.01620697534126907,0.6794736441607614
2.1699999999999995,342,S155565608,Planet_10086,4.7375193817647825e-09,neptunes,0.013451767168419615,0.7830841650236111
8.769999999999998,485,S74998709,Planet_10087,8.903671613980002e-08,gas_giants,0.016532821707035215,0.9950920629708933
1.37,85,S302129278,Planet_10088,3.529301743880667e-09,mercuries,0.00040629164125427015,0.31906228783622603
0.67,13,S126349936,Planet_10089,1.0232287242387467e-08,mercuries,0.0024756186636465324,0.09830683285948355
2.47,68,S460418429,Planet_10090,4.177336015817569e-08,neptunes,0.015301382354860806,0.24695597546273512
